trade_id,pair,direction,year,session,entry_leg,entry_price,sl_price,tp1_price,tp2_price,tp3_price,entry,sl_usd,tp1_usd,tp2_usd,tp3_usd,lot,open_bar,open_time,close_bar,close_time,status,result,profit_usd,exit_price,exit_reason,max_level_reached,sl_pips,tp1_pips,tp2_pips,tp3_pips,month,week_no,margin_used,score
b73a3adf-7e2e-4357-9545-f9b1f3732d7f,GBPJPYm,BUY,2026,Asia,C,213.262,212.7654,213.7586,214.2552,214.7518,213.262,-13.24,13.24,26.45,39.69,0.04,21802,2026-05-22 05:33:00 IST,23108,2026-05-25 03:30:00 IST,CLOSED,CANCELLED,0.0,213.262,expired_2_days,none,49.7,49.7,99.3,149.0,5,4,20.0,78.8
a0cf5db6-db51-4855-8475-62da2904ec0b,GBPJPYm,SELL,2026,Asia,A,214.073,214.4412,213.7048,213.3366,212.9684,214.073,-9.8,9.8,19.61,29.44,0.04,23231,2026-05-25 05:33:00 IST,23599,2026-05-25 11:41:00 IST,CLOSED,LOSS,-6.88,214.4412,sl_hit,sl_hit,36.8,36.8,73.6,110.5,5,4,20.0,83.8
2a857424-b54d-4603-bde8-0826d502af55,GBPJPYm,BUY,2026,NewYork Open,C,213.008,212.508,213.508,214.008,214.508,213.008,-13.32,13.32,26.64,39.96,0.04,18187,2026-05-19 16:55:00 IST,23741,2026-05-25 14:03:00 IST,CLOSED,WIN,16.42,214.508,tp3,tp3,50.0,50.0,100.0,150.0,5,3,20.0,78.8
b31fd6b4-bff5-4ca0-88b4-65f70c1bf243,GBPJPYm,BUY,2026,Asia,A,213.512,213.0154,214.0086,214.5052,215.0018,213.512,-13.24,13.24,26.45,39.69,0.04,21802,2026-05-22 05:33:00 IST,26816,2026-05-27 17:27:00 IST,CLOSED,WIN,11.63,214.0086,tp1,tp2,49.7,49.7,99.3,149.0,5,4,20.0,83.8
14f1f7ba-254e-4d1a-b627-8b619a7adb62,GBPJPYm,BUY,2026,Asia,A,213.419,212.919,213.919,214.419,214.919,213.419,-13.32,13.32,26.64,39.96,0.04,20369,2026-05-21 05:33:00 IST,27181,2026-05-27 23:37:00 IST,CLOSED,WIN,11.72,213.919,tp1,tp2,50.0,50.0,100.0,150.0,5,3,20.0,83.8
0eed2a82-a897-4e1a-90d4-a8e9ad8a571b,GBPJPYm,SELL,2026,London,C,214.612,214.956,214.268,213.924,213.58,214.612,-9.16,9.16,18.33,27.49,0.04,25055,2026-05-26 12:01:00 IST,27566,2026-05-28 06:02:00 IST,CLOSED,WIN,11.23,213.58,tp3,tp3,34.4,34.4,68.8,103.2,5,4,20.0,78.7
f8542d01-402c-4b02-b97c-0c20c8ddec83,GBPJPYm,SELL,2026,NewYork Open,C,214.433,214.7396,214.1264,213.8198,213.5132,214.433,-8.18,8.18,16.33,24.51,0.04,26777,2026-05-27 16:48:00 IST,27576,2026-05-28 06:12:00 IST,CLOSED,WIN,10.01,213.5132,tp3,tp3,30.7,30.7,61.3,92.0,5,4,20.0,78.7
43fc6081-08d8-438c-b73f-c767f2d22095,GBPJPYm,SELL,2026,Asia,A,214.362,214.706,214.018,213.674,213.33,214.362,-9.16,9.16,18.33,27.49,0.04,24667,2026-05-26 05:33:00 IST,27607,2026-05-28 06:43:00 IST,CLOSED,WIN,11.23,213.33,tp3,tp3,34.4,34.4,68.8,103.2,5,4,20.0,83.7
c2b8fed4-1299-4170-be45-8fcdcee14641,GBPJPYm,SELL,2026,Asia,A,213.823,214.1352,213.5108,213.1986,212.8864,213.823,-8.31,8.31,16.62,24.96,0.04,27537,2026-05-28 05:33:00 IST,27746,2026-05-28 09:02:00 IST,CLOSED,BREAKEVEN,3.11,213.803,breakeven,tp1,31.2,31.2,62.4,93.7,5,4,20.0,83.7
ef299702-7527-46c3-8940-bf4b15bcb78f,GBPJPYm,SELL,2026,Asia,A,214.183,214.4896,213.8764,213.5698,213.2632,214.183,-8.18,8.18,16.33,24.51,0.04,26102,2026-05-27 05:33:00 IST,27785,2026-05-28 09:41:00 IST,CLOSED,WIN,7.15,213.8764,tp1,tp2,30.7,30.7,61.3,92.0,5,4,20.0,83.7
6b883126-bde7-4309-8716-2011355bf058,GBPJPYm,SELL,2026,London,C,214.323,214.6912,213.9548,213.5866,213.2184,214.323,-9.8,9.8,19.61,29.44,0.04,23588,2026-05-25 11:30:00 IST,28170,2026-05-28 16:06:00 IST,CLOSED,WIN,8.6,213.9548,tp1,tp2,36.8,36.8,73.6,110.5,5,4,20.0,78.8
6641dc2a-ca09-4577-a3c7-dc91601a14c6,GBPJPYm,BUY,2026,Asia,B,214.0505,213.7173,214.3837,214.7169,215.0501,214.0505,-8.87,8.87,17.74,26.64,0.04,28972,2026-05-29 05:33:00 IST,29276,2026-05-29 10:37:00 IST,CLOSED,LOSS,-6.23,213.7173,sl_hit,sl_hit,33.3,33.3,66.6,100.0,5,5,20.0,98.7
b1fc6b25-0c05-4c3a-b84a-39d5638a1ff5,GBPJPYm,SELL,2026,NewYork Open,C,214.073,214.3852,213.7608,213.4486,213.1364,214.073,-8.31,8.31,16.62,24.96,0.04,28207,2026-05-28 16:43:00 IST,29585,2026-05-29 15:46:00 IST,CLOSED,BREAKEVEN,3.11,214.053,breakeven,tp1,31.2,31.2,62.4,93.7,5,4,20.0,78.7
15ece12e-47db-45a9-bbf1-bab39b825164,GBPJPYm,SELL,2026,Asia,A,214.081,214.4142,213.7478,213.4146,213.0814,214.081,-8.87,8.87,17.74,26.64,0.04,28972,2026-05-29 05:33:00 IST,29585,2026-05-29 15:46:00 IST,CLOSED,BREAKEVEN,3.3,214.061,breakeven,tp1,33.3,33.3,66.6,100.0,5,5,20.0,83.7
cec0a99f-4d5e-4ad8-836d-3a40b8d1f852,GBPJPYm,SELL,2026,NewYork Open,C,214.331,214.6642,213.9978,213.6646,213.3314,214.331,-8.87,8.87,17.74,26.64,0.04,29680,2026-05-29 17:21:00 IST,30047,2026-05-29 23:28:00 IST,CLOSED,EXPIRED,0.73,214.292,expired_session_end,none,33.3,33.3,66.6,100.0,5,5,20.0,78.7
