trade_id,signal_id,pair,direction,year,session,entry_leg,entry_price,sl_price,tp1_price,tp2_price,entry,sl,tp1,tp2,lot,open_bar,open_time,close_bar,close_time,status,result,profit_usd,exit_price,exit_reason,sl_pips,tp1_pips,tp2_pips
4141674b-91f9-4914-9bf8-ad3c73befbd0,13e93362-b471-4164-b2ef-c0d046b1efc1,XAUUSD,BUY,2024,Asia,B,2308.96,2307.46,2310.46,2311.96,2308.96,2307.46,2310.46,2311.96,0.01,156895,2024-06-11 01:00:00+00:00,156896,2024-06-11 01:01:00+00:00,CLOSED,BREAKEVEN,0.78,2309.01,SL_HIT,150.0,150.0,300.0
13114f73-2762-4185-bcad-2094b25d708d,ca41d574-0735-4984-8074-c88e27f4f760,XAUUSD,BUY,2024,Asia,A,2315.25,2313.75,2316.75,2318.25,2315.25,2313.75,2316.75,2318.25,0.01,158229,2024-06-12 00:15:00+00:00,158266,2024-06-12 00:52:00+00:00,CLOSED,LOSS,-1.5,2313.75,SL_HIT,150.0,150.0,300.0
68da04c0-252d-460a-918b-f2202ffca68c,dc146f40-497f-4d44-8ff8-535b5f1e33cc,XAUUSD,BUY,2024,Asia,B,2314.3,2312.8,2315.8,2317.3,2314.3,2312.8,2315.8,2317.3,0.01,158264,2024-06-12 00:50:00+00:00,158274,2024-06-12 01:00:00+00:00,CLOSED,LOSS,-1.5,2312.8,SL_HIT,150.0,150.0,300.0
a3c09b3d-f4a7-42a0-a6d0-0dcf16224ad7,349a25f1-9262-4ab9-b0f8-b0b716d45407,XAUUSD,BUY,2024,Asia,A,2320.6,2319.1,2322.1,2323.6,2320.6,2319.1,2322.1,2323.6,0.01,159608,2024-06-13 00:15:00+00:00,159608,2024-06-13 00:15:00+00:00,CLOSED,LOSS,-1.5,2319.1,SL_HIT,150.0,150.0,300.0
9be95374-22ef-4a83-b31b-d0c79db37ba5,fff03c8e-05ba-4377-9d48-53a4a3e3d087,XAUUSD,BUY,2024,Asia,B,2319.65,2318.15,2321.15,2322.65,2319.65,2318.15,2321.15,2322.65,0.01,159608,2024-06-13 00:15:00+00:00,159627,2024-06-13 00:34:00+00:00,CLOSED,WIN,2.25,2322.65,TP2_HIT,150.0,150.0,300.0
d191b3f8-c55a-4713-b632-3819c745e522,635dc8e1-a9c0-4089-8fdf-2d310db264e6,XAUUSD,BUY,2024,Asia,A,2302.38,2300.88,2303.88,2305.38,2302.38,2300.88,2303.88,2305.38,0.01,160987,2024-06-14 00:15:00+00:00,161019,2024-06-14 00:47:00+00:00,CLOSED,WIN,2.25,2305.38,TP2_HIT,150.0,150.0,300.0
7d457266-3e3f-4ce6-837d-8253390190e0,f53d1f8a-d21d-4cc3-b571-ab1501f891e0,XAUUSD,BUY,2024,Asia,B,2301.43,2299.93,2302.93,2304.43,2301.43,2299.93,2302.93,2304.43,0.01,160987,2024-06-14 00:15:00+00:00,162229,2024-06-16 22:00:00+00:00,CLOSED,CANCELLED,0.0,2301.43,EXPIRED_DAY_END,150.0,150.0,300.0
33323ab7-dd18-402c-aa8c-d60d99342a5a,a4f86712-5f43-4a55-9d68-f720431b58dd,XAUUSD,BUY,2024,Asia,A,2328.91,2327.41,2330.41,2331.91,2328.91,2327.41,2330.41,2331.91,0.01,162364,2024-06-17 00:15:00+00:00,162364,2024-06-17 00:15:00+00:00,CLOSED,LOSS,-1.5,2327.41,SL_HIT,150.0,150.0,300.0
0366b7aa-f653-4816-8187-5ecebe5947ee,cd9a7d78-4f71-44fc-8ba1-fe919cacea1d,XAUUSD,BUY,2024,Asia,B,2327.96,2326.46,2329.46,2330.96,2327.96,2326.46,2329.46,2330.96,0.01,162364,2024-06-17 00:15:00+00:00,162365,2024-06-17 00:16:00+00:00,CLOSED,LOSS,-1.5,2326.46,SL_HIT,150.0,150.0,300.0
cdf487da-586b-44df-b9f0-82e4e3a3c1dc,512307aa-b058-4f8a-b8af-8d8fcc027c87,XAUUSD,BUY,2024,Asia,A,2321.0,2319.5,2322.5,2324.0,2321.0,2319.5,2322.5,2324.0,0.01,163743,2024-06-18 00:15:00+00:00,163762,2024-06-18 00:34:00+00:00,CLOSED,WIN,2.25,2324.0,TP2_HIT,150.0,150.0,300.0
83bc492f-053c-4fee-9788-32f367c7818b,b3ef657c-72c3-452f-adc8-f9c799df8bda,XAUUSD,BUY,2024,Asia,B,2320.05,2318.55,2321.55,2323.05,2320.05,2318.55,2321.55,2323.05,0.01,163808,2024-06-18 01:20:00+00:00,163820,2024-06-18 01:32:00+00:00,CLOSED,WIN,2.25,2323.05,TP2_HIT,150.0,150.0,300.0
00377960-6fa2-4a58-ad0f-f4ced911a0e9,9983bf16-01b1-4a87-90db-a585eb9407d0,XAUUSD,BUY,2024,Asia,A,2328.33,2326.83,2329.83,2331.33,2328.33,2326.83,2329.83,2331.33,0.01,165122,2024-06-19 00:15:00+00:00,165134,2024-06-19 00:27:00+00:00,CLOSED,BREAKEVEN,0.78,2328.38,SL_HIT,150.0,150.0,300.0
6a6c964c-90e7-4819-86c5-7a463023046b,5e1a8a05-df67-4cf8-a6e1-ce2d9324ac9f,XAUUSD,BUY,2024,Asia,B,2327.38,2325.88,2328.88,2330.38,2327.38,2325.88,2328.88,2330.38,0.01,165174,2024-06-19 01:07:00+00:00,165214,2024-06-19 01:47:00+00:00,CLOSED,WIN,2.25,2330.38,TP2_HIT,150.0,150.0,300.0
626e2b50-3867-4d66-8d53-58a8303d8283,522f2049-7eeb-4023-b5b1-4e021b3bf550,XAUUSD,BUY,2024,Asia,A,2329.41,2327.91,2330.91,2332.41,2329.41,2327.91,2330.91,2332.41,0.01,166352,2024-06-20 00:15:00+00:00,166363,2024-06-20 00:26:00+00:00,CLOSED,LOSS,-1.5,2327.91,SL_HIT,150.0,150.0,300.0
07a16dc8-797d-42c2-9d19-36da630c4316,4b57fc3d-9705-47e5-ae54-f4cf018be92f,XAUUSD,BUY,2024,Asia,B,2328.46,2326.96,2329.96,2331.46,2328.46,2326.96,2329.96,2331.46,0.01,166363,2024-06-20 00:26:00+00:00,166399,2024-06-20 01:02:00+00:00,CLOSED,WIN,2.25,2331.46,TP2_HIT,150.0,150.0,300.0
fb8be0cf-07c1-460a-8ad0-2792aaec1f00,784571e2-6fd5-47d9-b0f6-e48f0a2a04e4,XAUUSD,SELL,2024,Asia,A,2360.87,2362.37,2359.37,2357.87,2360.87,2362.37,2359.37,2357.87,0.01,167731,2024-06-21 00:15:00+00:00,167738,2024-06-21 00:22:00+00:00,CLOSED,LOSS,-1.5,2362.37,SL_HIT,150.0,150.0,300.0
